2.3056,-1.2363
1.984,-1.9813
-0.25139,-1.7696
0.82025,-2.2361
0.25659,-1.0502
1.2332,-1.3887
3.1013,-1.3119
0.12333,-0.77864
2.9488,-1.2973
0.53473,-2.6972
0.34808,-1.5987
1.6096,-1.5233
1.7091,-2.7158
1.2798,-0.11432
-0.46746,-3.1666
0.30868,-0.57787
0.13201,-1.2948
0.48749,-1.3643
0.21791,-0.35234
1.4258,-1.3035
2.0115,-1.2268
0.74933,-1.8716
1.5542,0.12576
1.7589,-0.0083812
1.1338,-0.31356
0.72744,-0.46875
0.45737,-0.27356
-0.1631,-0.30575
0.72648,-0.6059
1.1595,-0.36838
0.81329,-1.7091
1.2179,-0.97065
1.0462,-0.44962
1.6703,-1.7255
0.3695,-0.99924
0.88159,-1.1875
1.2421,0.24142
0.62392,-0.52751
1.2804,0.094472
-0.77445,-0.37733
1.4586,0.0092338
1.4618,-1.0945
0.99881,-0.88485
0.64706,-1.6282
0.56701,-0.61243
-0.70477,2.0743
2.0957,-0.90241
1.6358,-1.0456
-0.087184,-0.14174
-0.47727,-2.5636
0.61475,0.12823
1.6808,-1.8476
1.8326,-0.43249
1.5346,-0.7234
1.768,-1.067
2.7549,-1.7173
-0.70431,-0.58269
1.4695,0.12456
0.9457,-0.31736
0.25113,0.39609
1.7168,-2.3886
0.99449,-0.98074
2.2001,-2.3504
-0.034017,-0.88536
0.15243,-0.45837
1.4334,-1.7677
0.11248,0.28283
1.1212,-1.4749
0.5981,-0.37657
2.0967,-1.3477
1.4367,-1.7583
0.593,-1.7372
0.36131,-2.451
0.59512,0.52075
3.3939,-3.4472
0.95038,-2.29
0.79742,-2.9846
0.80247,-2.3429
2.5163,-3.7918
-0.73221,-0.39781
2.1125,-0.95956
0.28072,-2.0309
0.72663,-2.301
1.6774,-2.318
0.063549,-1.2785
1.4257,-3.0221
0.92546,-0.59327
-0.39881,-1.0898
1.1923,-1.3423
1.5804,-0.34777
1.6379,-0.65426
0.43402,-1.3447
0.98386,-0.96921
1.6223,-1.1333
1.5334,-1.626
0.61066,0.11144
-0.27167,0.20217
1.2726,-0.92762
1.3175,-2.0267
2.4984,-2.173
-0.5538,-0.749
0.64571,-1.2646
1.4342,-1.8132
0.89852,-0.86798
3.0288,-2.1847
0.63279,-0.65958
-1.3638,-2.5921
1.7299,-3.4538
-0.39902,-1.2081
2.3149,-1.9819
1.4038,0.53112
0.65583,0.37267
0.019936,-1.6121
2.8573,-1.9667
1.3095,-1.2164
0.5109,-1.3161
0.30512,0.38532
0.81961,-1.3483
2.2563,0.20551
2.9107,0.23724
1.0272,1.5197
1.4271,-1.3795
1.3234,-1.4753
-0.64897,0.67573
1.1403,-1.7384
0.50196,-2.8155
0.57223,-0.91327
0.84913,-0.49974
-1.8908,-1.363
0.26546,-1.3507
1.7562,-2.3629
1.1208,0.7228
0.48409,-0.79863
0.65914,-1.5477
-0.079992,-0.59819
0.30261,-0.1656
0.417,-2.0483
0.81387,-0.77474
1.588,-1.4824
0.97896,0.65072
0.92024,-0.84107
0.16449,-2.1247
1.9786,-1.1111
1.2355,-0.55095
1.566,1.1006
1.2193,-0.96043
1.8077,-0.42843
2.5125,0.20073
0.56837,-0.49123
1.5426,-1.8698
1.6793,-1.1611
0.99123,-1.6578
2.9119,-0.29325
0.021384,0.54032
0.51387,-1.0219
1.0779,0.054762
1.0262,-1.6968
0.77722,-0.8407
0.52029,-1.1765
1.8246,0.63026
0.9396,-0.70604
0.19324,-0.23229
